symbol,date,from,to
PBM,2025-05-05,7.97,1
PBM,2024-11-26,75,1
ATOS,2026-02-02,15,1
ATOS,2018-04-20,12,1
ATOS,2016-08-26,15,1
TPST,2026-01-30,1,2
TPST,2025-04-09,13,1
IBG,2026-01-30,5,1
IBG,2025-09-26,5,1
BJDX,2026-01-29,4,1
BJDX,2024-11-18,50,1
BJDX,2024-06-20,8,1
BJDX,2023-07-24,20,1
REVB,2026-01-28,4,1
REVB,2025-07-07,3,1
REVB,2025-01-28,16,1
REVB,2024-01-25,30,1
REVB,2023-02-01,35,1
PCLA,2026-01-26,30,1
MTEN,2026-01-26,200,1
MKDW,2026-01-26,30,1
GRI,2026-01-26,28,1
GRI,2025-02-24,17,1
GRI,2024-06-18,13,1
GRI,2024-01-30,7,1
BTF,2026-01-26,5,1
UONEK,2026-01-23,10,1
UONE,2026-01-23,10,1
SLE,2026-01-23,12,1
SLE,2025-06-23,40,1
SLE,2023-09-11,20,1
SLE,2012-06-29,5,1
CCTG,2026-01-23,10,1
DCX,2026-01-22,12,1
DCX,2025-11-03,100,1
SXTP,2026-01-20,4,1
SXTP,2025-02-24,5,1
SXTP,2024-08-12,12,1
NVNO,2026-01-20,35,1
NVNO,2020-11-30,25,1
FTFT,2026-01-20,4,1
FTFT,2025-04-04,10,1
FTFT,2023-02-01,5,1
FTFT,2016-03-16,8,1
BTOG,2026-01-20,60,1
BTOG,2023-05-30,30,1
AMCR,2026-01-15,5,1
VMAR,2026-01-14,40,1
VMAR,2025-03-31,10,1
VMAR,2024-10-08,9,1
VMAR,2024-08-22,15,1
VSME,2026-01-12,20,1
VSME,2024-06-18,7,1
GOVX,2026-01-12,25,1
GOVX,2024-01-31,15,1
GOVX,2020-09-25,20,1
GOVX,2020-01-24,2000,1
GOVX,2019-05-02,500,1
GOVX,2010-04-28,50,1
AIM,2026-01-09,1000,1001
AIM,2019-06-11,44,1
AIM,2016-08-29,12,1
ICON,2026-01-08,5,1
ICON,2025-04-01,40,1
ICON,2019-03-14,10,1
ICON,2003-07-31,143,1
DVLT,2026-01-07,60,61
DVLT,2024-04-15,150,1
TRT,2026-01-05,1,2
MLEC,2026-01-05,15,1
MLEC,2025-05-14,10,1
ICU,2026-01-05,10,1
ICU,2024-06-10,25,1
CANF,2026-01-05,20,1
CANF,2023-01-09,10,1
CANF,2019-05-10,15,1
PAVM,2026-01-02,30,1
PAVM,2023-12-07,15,1
CODX,2026-01-02,30,1
RPT,2025-12-31,6,1
BCHT,2025-12-31,5,1
ILAG,2025-12-30,10,1
BIYA,2025-12-30,25,1
APVO,2025-12-30,18,1
APVO,2025-05-27,20,1
APVO,2024-12-04,37,1
APVO,2024-03-06,44,1
APVO,2020-03-27,14,1
ACET,2025-12-30,16,1
WOK,2025-12-29,100,1
WOK,2025-10-21,100,1
SPE,2025-12-29,1,1.0468
ITUB,2025-12-29,1,1.03
ITUB,2025-03-19,10,11
ITUB,2018-11-28,2,3
ITUB,2016-10-18,10,11
ITUB,2015-07-14,10,11
ITUB,2014-06-06,1,1.1
ITUB,2013-05-21,10,11
ITUB,2009-08-31,1,1.1
ITUB,2008-06-10,4,5
ITUB,2007-10-09,1,2
ITUB,2005-10-07,1,5
SCWO,2025-12-26,10,1
ASRT,2025-12-26,15,1
ASRT,2021-05-18,4,1
SHAZ,2025-12-24,50,1
RBNE,2025-12-24,5,1
TPL,2025-12-23,1,3
TPL,2024-03-27,1,3
TNMG,2025-12-23,20,1
BOXL,2025-12-23,6,1
BOXL,2025-02-18,5,1
BOXL,2023-06-15,8,1
AXIA,2025-12-22,1,1.2628378881074
AXIA,2003-05-19,30,1
NOW,2025-12-18,1,5
MNTS,2025-12-18,17.85,1
MNTS,2024-12-13,14,1
MNTS,2023-08-24,50,1
DFLI,2025-12-18,10,1
DFLI,2024-11-22,9,1
PCSA,2025-12-17,25,1
PCSA,2024-01-22,20,1
PCSA,2019-12-23,7,1
PCSA,2017-12-08,7,1
PCSA,2004-02-17,5,1
INBS,2025-12-16,10,1
INBS,2024-01-29,12,1
INBS,2023-02-10,20,1
XBP,2025-12-15,10,1
NVVE,2025-12-15,40,1
NVVE,2024-09-17,10,1
NVVE,2024-01-22,40,1
IQST,2025-12-15,1,1.01646
IQST,2025-05-02,80,1
IQST,2015-06-25,1,40
CYCU,2025-12-15,1,1.008
CYCU,2025-10-27,30,1
BENF,2025-12-15,8,1
BENF,2024-04-18,80,1
BNAI,2025-12-12,10,1
ARBK,2025-12-12,216,1
JZXN,2025-12-11,40,1
JZXN,2024-07-03,13,1
JZXN,2023-07-10,18,1
BNKK,2025-12-11,35,1
UL,2025-12-09,9,8
UL,2006-05-25,1,1.8
SMCZ,2025-12-09,8,1
RKLX,2025-12-09,1,3
PSNYW,2025-12-09,30,1
PSNY,2025-12-09,30,1
PLTZ,2025-12-09,4,1
NVOX,2025-12-09,8,1
IONZ,2025-12-09,6,1
WKHS,2025-12-08,12,1
WKHS,2025-03-17,12.5,1
WKHS,2024-06-17,20,1
WKHS,2015-12-11,10,1
PYPY,2025-12-08,5,1
MSTY,2025-12-08,5,1
AMDY,2025-12-08,5,1
XLY,2025-12-05,1,2
XLU,2025-12-05,1,2
XLK,2025-12-05,1,2
XLE,2025-12-05,1,2
XLB,2025-12-05,1,2
TGL,2025-12-05,20,1
TGL,2025-04-07,50,1
TGL,2024-02-27,70,1
MTVA,2025-12-05,11,1
STRO,2025-12-03,10,1
MSTU,2025-12-03,10,1
MSTU,2024-12-16,1,10
XHLD,2025-12-02,15,1
UPSX,2025-12-02,5,1
TLRY,2025-12-02,10,1
SPHL,2025-12-02,8,1
QUBX,2025-12-02,5,1
OARK,2025-12-02,5,1
HPP,2025-12-02,7,1
FIAT,2025-12-02,10,1
DIPS,2025-12-02,10,1
CWVX,2025-12-02,5,1
CRSH,2025-12-02,10,1
CONY,2025-12-02,10,1
CBSH,2025-12-02,1,1.05
CBSH,2024-12-03,1,1.05
CBSH,2023-12-01,1,1.05
CBSH,2022-12-01,1,1.05
CBSH,2021-12-01,1,1.05
CBSH,2020-12-01,1,1.05
CBSH,2019-12-02,1,1.05
CBSH,2018-11-29,1,1.05
CBSH,2017-11-29,1,1.05
CBSH,2016-11-30,1,1.05
CBSH,2015-11-24,1,1.05
CBSH,2014-11-25,1,1.05
CBSH,2013-11-26,1,1.05
CBSH,2012-11-28,1,1.05
CBSH,2011-11-28,1,1.05
CBSH,2010-12-02,1,1.05
CBSH,2009-11-25,1,1.05
CBSH,2008-11-12,1,1.05
CBSH,2007-11-27,1,1.05
CBSH,2006-11-27,1,1.05
CBSH,2005-11-25,1,1.05
CBSH,2004-11-24,100,105
ARCX,2025-12-02,5,1
AIYY,2025-12-02,10,1
ABNY,2025-12-02,5,1
YBIT,2025-12-01,5,1
XYZY,2025-12-01,5,1
ULTY,2025-12-01,10,1
TSLY,2025-12-01,5,1
TSLY,2024-02-26,2,1
MRNY,2025-12-01,10,1
MBRX,2025-12-01,25,1
MBRX,2024-03-22,15,1
MBRX,2021-02-01,6,1
LARK,2025-12-01,1,1.05
LARK,2024-12-02,1,1.05
LARK,2023-11-30,1,1.05
LARK,2022-12-01,1,1.05
LARK,2021-11-30,1,1.05
LARK,2020-12-01,1,1.05
LARK,2019-11-29,1,1.05
LARK,2018-11-30,1,1.05
LARK,2017-11-30,1,1.05
LARK,2016-11-29,1,1.05
LARK,2015-11-30,1,1.05
LARK,2014-11-28,1,1.05
LARK,2012-11-29,20,21
PMN,2025-11-28,25,1
PLRZ,2025-11-28,6,1
PLRZ,2025-05-27,250,1
CRESY,2025-11-28,1,1.008459562
CRESY,2023-12-06,1,1.00985489
CRESY,2023-05-10,1,1.022039398
CRESY,2019-11-12,1,1.0266098219
CRESY,2018-11-08,1,1.042945511
CRESY,2016-11-15,1,1.0077421
CRESY,2014-12-10,1,1.0114063
WEAT,2025-11-25,5,1
PHGE,2025-11-25,19,1
PHGE,2024-08-26,10,1
NGG,2025-11-21,1,1.0143560715
NGG,2025-05-30,1,1.02922051
NGG,2024-11-22,1,1.01646029
NGG,2022-11-23,1,1.0168825234
NGG,2022-06-03,1,1.0301754963
NGG,2021-12-02,1,1.0171865858
NGG,2017-05-22,12,11
NGG,2005-08-01,1,0.877551
JXG,2025-11-21,15,1
JXG,2025-01-08,4,1
YXI,2025-11-20,2,1
UVXY,2025-11-20,5,1
UVXY,2024-04-11,5,1
UVXY,2023-06-23,10,1
UVXY,2021-05-26,10,1
UVXY,2018-09-18,5,1
UVXY,2017-07-17,4,1
UVXY,2017-01-12,5,1
UVXY,2016-07-25,5,1
UVXY,2015-05-20,5,1
UVXY,2014-01-24,4,1
UVXY,2013-06-10,10,1
UVXY,2012-09-07,10,1
UVXY,2012-03-08,6,1
USD,2025-11-20,1,2
USD,2024-11-07,1,2
USD,2021-05-25,1,4
USD,2018-05-24,1,3
USD,2017-01-12,1,2
UPW,2025-11-20,1,4
UPW,2016-07-25,1,3
UDOW,2025-11-20,1,2
UDOW,2021-05-25,1,2
UDOW,2017-07-17,1,2
UDOW,2015-05-20,1,2
UDOW,2012-05-11,1,3
TQQQ,2025-11-20,1,2
TQQQ,2022-01-13,1,2
TQQQ,2021-01-21,1,2
TQQQ,2018-05-24,1,3
TQQQ,2017-01-12,1,2
TQQQ,2014-01-24,1,2
TQQQ,2012-05-11,1,2
TQQQ,2011-02-25,1,2
SSO,2025-11-20,1,2
SSO,2022-01-13,1,2
SSO,2020-08-18,1,2
SSO,2015-05-20,1,2
SSG,2025-11-20,4,1
SSG,2024-11-07,5,1
SSG,2024-04-10,5,1
SSG,2021-05-25,4,1
SSG,2020-08-18,4,1
SSG,2019-05-24,2,1
SSG,2018-05-24,2,1
SSG,2014-11-06,5,1
SSG,2011-02-25,5,1
SRTY,2025-11-20,4,1
SRTY,2022-01-13,5,1
SRTY,2021-01-21,5,1
SRTY,2017-01-12,4,1
SRTY,2014-01-24,4,1
SRTY,2012-05-11,5,1
SQQQ,2025-11-20,5,1
SQQQ,2024-11-07,5,1
SQQQ,2022-01-13,5,1
SQQQ,2020-08-18,5,1
SQQQ,2019-05-24,4,1
SQQQ,2017-01-12,4,1
SQQQ,2014-01-24,4,1
SQQQ,2012-05-11,4,1
SPXU,2025-11-20,4,1
SPXU,2024-04-10,5,1
SPXU,2021-01-21,5,1
SPXU,2018-05-24,4,1
SPXU,2014-01-24,4,1
SPXU,2012-05-11,5,1
SETH,2025-11-20,4,1
SDS,2025-11-20,5,1
SDS,2022-01-13,5,1
SDS,2017-07-17,4,1
SDS,2012-10-05,4,1
QLD,2025-11-20,1,2
QLD,2021-05-25,1,2
QLD,2020-08-18,1,2
QLD,2017-07-17,1,2
QLD,2015-05-20,1,2
QLD,2012-05-11,1,2
LTL,2025-11-20,1,4
LTL,2017-01-12,1,2
GLL,2025-11-20,2,1
GLL,2025-06-13,2,1
GLL,2012-10-05,4,1
GLL,2010-04-15,5,1
FXP,2025-11-20,2,1
FXP,2018-05-24,4,1
FXP,2014-01-24,4,1
FXP,2010-04-15,5,1
ETHD,2025-11-20,10,1
EEV,2025-11-20,2,1
EEV,2018-05-24,5,1
EEV,2010-04-15,5,1
DDM,2025-11-20,1,2
DDM,2018-05-24,1,3
DDM,2015-05-20,1,2
OPEN,2025-11-18,30,31
NFLX,2025-11-17,1,10
NFLX,2015-07-15,1,7
NFLX,2004-02-12,1,2
YDKG,2025-11-14,100,1
NCEW,2025-11-14,8,1
LXP,2025-11-11,5,1
IOTR,2025-11-10,10,1
RAY,2025-11-07,16,1
FLYE,2025-11-04,20,1
FLYE,2025-07-07,5,1
REED,2025-11-03,6,1
REED,2023-01-27,50,1
TSLZ,2025-10-29,20,1
NVDQ,2025-10-29,20,1
NVDQ,2024-07-16,3,1
LINK,2025-10-29,1,1.5
LINK,2024-03-25,1,1.5
LINK,2016-04-04,1,1.25
LINK,2015-02-25,1,2
LINK,2014-05-30,1,4
ENVB,2025-10-28,12,1
ENVB,2025-01-29,15,1
ENVB,2022-07-15,50,1
ENVB,2019-11-25,25,1
SONM,2025-10-27,18,1
SONM,2024-07-18,10,1
SONM,2021-09-16,10,1
GURE,2025-10-27,10,1
GURE,2020-01-28,5,1
RYN,2025-10-24,1,1.048820633
RYN,2024-12-12,1,1.0509211062
RYN,2011-08-25,2,3
RYN,2005-10-18,1,1.5
RYN,2003-06-13,2,3
IAF,2025-10-23,3,1
DFDV,2025-10-23,10,11
DFDV,2025-05-21,1,7
TSLQ,2025-10-21,3,1
TSLQ,2024-11-27,6,1
QBTX,2025-10-21,1,3
NVDS,2025-10-21,3,1
NVDS,2024-04-03,5,1
NVDS,2023-08-15,5,1
GNPX,2025-10-21,50,1
GNPX,2024-02-02,40,1
SENS,2025-10-20,20,1
AEMD,2025-10-20,10,1
AEMD,2025-06-09,8,1
AEMD,2023-10-05,10,1
AEMD,2019-10-15,15,1
AEMD,2015-04-14,50,1
PSIG,2025-10-13,8,1
LPSN,2025-10-13,15,1
LGCL,2025-10-13,40,1
JYD,2025-10-13,50,1
CLIK,2025-10-10,30,1
CLIK,2008-03-14,10,1
BNT,2025-10-10,2,3
BN,2025-10-10,2,3
BN,2020-04-02,1,1.5
BN,2015-05-13,2,3
BN,2007-06-04,2,3
BN,2006-04-28,1,1.5
BN,2004-06-02,2,3
NCL,2025-10-08,8,1
NVNI,2025-10-06,10,1
GGR,2025-10-06,20,1
CETY,2025-10-06,15,1
CETY,2023-01-19,40,1
CETY,2008-09-16,1,3
BBBY,2025-10-02,10,11
YHGJ,2025-10-01,10,1
YAAS,2025-09-30,80,1
AGPU,2025-09-30,15,1
SPXS,2025-09-29,10,1
SPXS,2021-01-11,10,1
SPXS,2017-05-01,5,1
SPXS,2013-08-20,5,1
SPXS,2011-02-24,5,1
ORKT,2025-09-29,4,1
NVDD,2025-09-29,10,1
LESL,2025-09-29,20,1
LABD,2025-09-29,10,1
LABD,2020-08-28,20,1
LABD,2018-03-29,10,1
FAZ,2025-09-29,10,1
FAZ,2021-03-02,8,1
FAZ,2019-06-28,5,1
FAZ,2015-10-01,4,1
FAZ,2013-04-02,4,1
FAZ,2011-02-24,5,1
FAZ,2009-07-09,10,1
EDZ,2025-09-29,10,1
EDZ,2018-03-29,5,1
EDZ,2013-04-02,5,1
EDZ,2010-03-04,10,1
LVO,2025-09-26,10,1
NRIM,2025-09-23,1,4
LIBD,2025-09-22,12,10
LIBD,2025-02-14,10,1
LIAU,2025-09-22,12,10
LIAU,2025-02-13,10,1
LIAM,2025-09-22,12,10
LIAM,2025-02-11,10,1
LIAE,2025-09-22,13,10
LIAE,2025-02-07,10,1
LFDR,2025-09-22,11,10
LFDR,2025-02-14,10,1
LFBE,2025-09-22,11,10
LFBE,2025-02-14,10,1
LFAW,2025-09-22,11,10
LFAW,2025-02-13,10,1
LFAO,2025-09-22,12,10
LFAO,2025-02-11,10,1
LFAI,2025-09-22,13,10
LFAI,2025-02-07,10,1
VOR,2025-09-19,20,1
BIAF,2025-09-19,30,1
LONA,2025-09-18,10,1
SQNS,2025-09-17,10,1
SQNS,2024-10-09,2.5,1
SQNS,2019-11-29,4,1
REX,2025-09-16,1,2
REX,2022-08-08,1,3
NXTT,2025-09-16,200,1
BDSX,2025-09-15,20,1
STKH,2025-09-10,8,1
STKH,2025-04-28,5,1
STKH,2024-04-04,10,1
STKH,2012-03-06,20,1
WAI,2025-09-08,25,1
WAI,2025-05-05,25,1
SDST,2025-09-08,10,1
OXLC,2025-09-08,5,1
HDB,2025-09-08,1,2
HDB,2019-09-26,1,2
HDB,2011-07-25,1,5
GP,2025-09-08,10,1
GLXG,2025-09-08,10,1
CNF,2025-09-05,10,1
BNDD,2025-09-05,8,1
RNRG,2025-09-02,3,1
RNRG,2009-08-11,1,10
QCLS,2025-09-02,100,1
LCID,2025-09-02,10,1
KROP,2025-09-02,3,1
HEAL,2025-09-02,3,1
GNOM,2025-09-02,4,1
CTEC,2025-09-02,5,1
TC,2025-08-29,20,1
TC,2024-01-26,15,1
TC,2020-10-22,4,1
SEGG,2025-08-29,10,1
EAF,2025-08-29,10,1
GDHG,2025-08-28,15,1
GDHG,2025-05-09,25,1
GDHG,2024-09-19,50,1
DRIO,2025-08-28,20,1
DRIO,2019-11-18,20,1
DRIO,2016-03-04,18,1
DRIO,2014-10-06,5,1
USAS,2025-08-26,2.5,1
USAS,2016-12-28,12,1
CMMB,2025-08-26,4,1
SUGP,2025-08-25,10,1
QH,2025-08-25,90,1
QH,2022-08-12,10,1
GWAV,2025-08-25,110,1
GWAV,2024-06-03,150,1
BCTX,2025-08-25,10,1
BCTX,2025-01-29,15,1
OESX,2025-08-22,10,1
AZTR,2025-08-21,6.66,1
AZTR,2024-07-01,30,1
GIBO,2025-08-20,200,1
LNZA,2025-08-19,100,1
GRDX,2025-08-18,3,1
GRDX,2005-09-23,1000,1
VTAK,2025-08-15,19,1
VTAK,2024-07-15,10,1
VTAK,2022-10-03,50,1
CONI,2025-08-15,20,1
PTNT,2025-08-12,50,1
FEED,2025-08-12,10,1
WATT,2025-08-11,30,1
WATT,2023-08-16,20,1
VERU,2025-08-11,10,1
NCNA,2025-08-11,200,1
NCNA,2024-04-16,25,1
HTCO,2025-08-08,25,1
EVTV,2025-08-08,10,1
EVTV,2022-06-27,20,1
DEVS,2025-08-08,10,1
SPRB,2025-08-07,75,1
IMNN,2025-08-07,1,1.15
IMNN,2025-07-25,15,1
IMNN,2022-03-01,15,1
IMNN,2017-05-30,14,1
IMNN,2013-10-29,4.5,1
SEAT,2025-08-06,20,1
OST,2025-08-05,25,1
OST,2024-12-31,10,1
MKZR,2025-08-05,10,1
CLDI,2025-08-05,12,1
CLDI,2024-07-15,10,1
ACXP,2025-08-05,20,1
FBDC,2025-08-04,5,1
AQMS,2025-08-04,10,1
AQMS,2024-11-05,20,1
ANGH,2025-08-04,10,1
DRMA,2025-08-01,10,1
DRMA,2024-05-16,15,1
DRMA,2023-03-14,16,1
FGI,2025-07-31,5,1
NAAS,2025-07-30,4,1
NAAS,2025-04-28,4,1
NAAS,2024-06-13,20,1
AIHS,2025-07-29,10,1
AIHS,2022-04-06,10,1
CHPT,2025-07-28,20,1
AVX,2025-07-28,9,1
VRCA,2025-07-25,10,1
PC,2025-07-22,9,1
CNSP,2025-07-22,12,1
CNSP,2025-02-21,50,1
CNSP,2024-06-05,50,1
CNSP,2022-11-29,30,1
TWG,2025-07-21,90,1
GVH,2025-07-21,200,1
MLGO,2025-07-18,30,1
MLGO,2024-12-13,20,1
MLGO,2024-03-22,10,1
ENVX,2025-07-17,7,8
XAIR,2025-07-14,20,1
PASG,2025-07-14,20,1
PASG,2004-06-01,1,20
NXTC,2025-07-14,12,1
HTOO,2025-07-14,35,1
SNFCA,2025-07-11,1,1.05
SNFCA,2024-07-05,1,1.05
SNFCA,2023-07-06,1,1.05
SNFCA,2022-06-30,1,1.05
SNFCA,2021-07-08,1,1.05
SNFCA,2020-07-08,1,1.025
SNFCA,2020-01-09,1,1.05
SNFCA,2019-01-10,1,1.05
SNFCA,2018-01-11,1,1.05
SNFCA,2017-01-11,1,1.05
SNFCA,2016-01-13,1,1.05
SNFCA,2015-01-14,1,1.05
SNFCA,2003-01-13,20,21
MFI,2025-07-10,8,1
PTIR,2025-07-09,1,15
NUWE,2025-07-07,42,1
NUWE,2024-06-28,35,1
NUWE,2022-12-12,100,1
NUWE,2020-10-19,30,1
NUWE,2019-01-03,14,1
NUWE,2017-10-13,20,1
NUWE,2017-01-13,30,1
LVLU,2025-07-07,15,1
BIVI,2025-07-07,10,1
BIVI,2024-08-06,10,1
BIVI,2019-11-22,125,1
BGMS,2025-07-07,15,1
BGMS,2025-05-12,16,1
ALM,2025-07-07,1.5,1
WBX,2025-07-03,20,1
HSDT,2025-07-01,50,1
HSDT,2025-05-02,15,1
HSDT,2023-08-17,50,1
HSDT,2021-01-04,35,1
HSDT,2018-01-23,5,1
APG,2025-07-01,1,1.5
FTV,2025-06-30,1000,1327
AIMD,2025-06-30,5,1
AIMD,2023-12-14,5,1
AIMD,2022-08-09,15,1
INDP,2025-06-27,28,1
INDP,2021-07-27,4,1
INDP,2020-10-30,20,1
CLRB,2025-06-24,30,1
CLRB,2022-07-22,10,1
CLRB,2018-07-17,10,1
CLRB,2016-03-07,10,1
CLRB,2014-06-16,20,1
CLRB,2005-06-13,1,4
STEM,2025-06-23,20,1
STEM,2016-11-29,9,1
STEM,2011-07-06,10,1
PEGA,2025-06-23,1,2
PEGA,2014-04-02,1,2
KULR,2025-06-23,8,1
UNCY,2025-06-20,10,1
IBKR,2025-06-18,1,4
SNSE,2025-06-17,20,1
RGC,2025-06-16,1,38
GCTK,2025-06-16,60,1
GCTK,2025-02-04,20,1
GCTK,2024-05-20,5,1
ARKB,2025-06-16,1,3
UGL,2025-06-13,1,4
CZFS,2025-06-13,1,1.01
CZFS,2024-06-14,100,101
CZFS,2023-06-08,1,1.01
CZFS,2022-06-09,1,1.01
CZFS,2021-06-10,1,1.01
CZFS,2020-06-11,1,1.01
CZFS,2019-06-13,1,1.01
CZFS,2018-06-14,1,1.01
CZFS,2017-06-14,1,1.05
CZFS,2016-06-21,1,1.01
CZFS,2014-06-18,1,1.01
CZFS,2014-06-18,100,101
CZFS,2013-06-19,1,1.05
CZFS,2012-07-18,1,1.01
CZFS,2011-07-13,1,1.01
CZFS,2010-07-14,1,1.01
CZFS,2009-07-15,1,1.01
CZFS,2008-07-09,1,1.01
CZFS,2007-07-11,1,1.01
CZFS,2006-07-12,1,1.01
CZFS,2005-07-13,1,1.01
CZFS,2004-07-14,100,101
CHNR,2025-06-13,8,1
CHNR,2023-04-03,5,1
AMZE,2025-06-13,23,1
SST,2025-06-12,10,1
SMDD,2025-06-12,2,1
SMDD,2021-05-25,4,1
SMDD,2021-01-21,2,1
SMDD,2020-04-21,4,1
SMDD,2014-01-24,4,1
SMDD,2012-05-11,4,1
SCC,2025-06-12,2,1
SCC,2022-05-27,2,1
SCC,2020-08-18,2,1
SCC,2015-05-20,4,1
SCC,2012-05-11,4,1
SBIT,2025-06-12,5,1
SBIT,2005-01-03,1,2
ETHT,2025-06-12,5,1
ORLY,2025-06-10,1,15
ORLY,2005-06-16,1,2
INUV,2025-06-10,10,1
INUV,2010-12-13,10,1
CLRO,2025-06-10,15,1
BBLG,2025-06-10,6,1
BBLG,2023-12-20,8,1
BBLG,2023-06-07,30,1
BBLG,2021-10-13,2.5,1
BBLG,2018-07-24,10,1
PXLW,2025-06-09,12,1
PXLW,2008-06-04,3,1
NKTR,2025-06-09,15,1
DUO,2025-06-09,16,1
DUO,2023-08-04,15,1
DUO,2022-06-07,15,1
BOLT,2025-06-09,20,1
INAB,2025-06-06,30,1
SPYQ,2025-06-03,5,1
QQQP,2025-06-03,5,1
OGEN,2025-06-03,30,1
OGEN,2023-01-23,60,1
OGEN,2018-01-22,10,1
MQQQ,2025-06-03,5,1
AGMH,2025-06-03,50,1
LYEL,2025-06-02,20,1
BNBX,2025-06-02,15,1
ARBB,2025-06-02,15,1
METC,2025-05-30,1,1.009228
TAOP,2025-05-29,30,1
TAOP,2023-08-01,10,1
TAOP,2020-07-30,6,1
TAOP,2012-03-02,2,1
ASPS,2025-05-28,8,1
ASPS,2025-04-03,1,2
COKE,2025-05-27,1,10
SMST,2025-05-23,20,1
SMST,2024-11-18,5,1
FAST,2025-05-22,1,2
FAST,2019-05-23,1,2
FAST,2011-05-23,1,2
FAST,2005-11-14,1,2
AIFU,2025-05-21,20,1
CVM,2025-05-20,30,1
CVM,2017-06-15,25,1
CVM,2013-09-25,10,1
SQFT,2025-05-19,10,1
SQFT,2022-01-24,1,2
CNEY,2025-05-19,25,1
CNEY,2024-01-19,30,1
BON,2025-05-19,25,1
BON,2024-04-11,10,1
BMNR,2025-05-16,20,1
BMNR,2021-04-27,1,200
RNAZ,2025-05-15,28,1
RNAZ,2024-12-04,33,1
RNAZ,2024-01-16,40,1
RNAZ,2023-05-23,20,1
CDIO,2025-05-13,30,1
STI,2025-05-12,50,1
ALZN,2025-05-12,9,1
ALZN,2024-07-16,10,1
ALZN,2023-10-31,15,1
XHG,2025-05-09,20,1
XHG,2024-11-08,20,1
XHG,2023-12-07,40,1
XHG,2022-03-07,5,1
YCBD,2025-05-07,8,1
YCBD,2023-04-25,45,1
STRZ,2025-05-07,15,1
SBET,2025-05-06,12,1
SBET,2023-04-26,10,1
SBET,2017-09-06,3,1
SLGL,2025-05-05,10,1
CWD,2025-05-02,20,1
XFOR,2025-04-28,30,1
DEA,2025-04-28,2.5,1
MCRB,2025-04-22,20,1
YHC,2025-04-21,35,1
SUNE,2025-04-21,200,1
HOLO,2025-04-21,40,1
HOLO,2024-10-09,20,1
HOLO,2024-02-02,10,1
DDC,2025-04-21,25,1
BMRA,2025-04-21,8,1
KZIA,2025-04-17,5,1
KZIA,2024-10-28,10,1
KZIA,2017-07-14,4,1
SCLX,2025-04-15,35,1
SCLX,2010-05-07,10,1
CPHI,2025-04-15,10,1
CPHI,2024-03-06,5,1
CPHI,2023-03-06,10,1
WIMI,2025-04-14,20,1
WIMI,2025-04-03,1,2
PIII,2025-04-14,50,1
HCWB,2025-04-11,40,1
AMRN,2025-04-11,20,1
AMRN,2008-01-18,10,1
QNRX,2025-04-09,35,1
QNRX,2023-07-18,12,1
QNRX,2022-08-01,12.5,1
QNRX,2021-09-24,4,1
QNRX,2019-10-23,5,1
ETHU,2025-04-09,20,1
SPPL,2025-04-07,8,1
NEGG,2025-04-07,20,1
NEGG,2020-10-26,8,1
BGLC,2025-04-07,10,1
BGLC,2023-07-20,12,1
SOBR,2025-04-04,10,1
SOBR,2024-10-02,110,1
SOBR,2022-04-28,3,1
MKTW,2025-04-03,20,1
EQL,2025-04-01,1,3
SEZL,2025-03-31,1,6
SBEV,2025-03-28,40,1
SBEV,2021-06-11,3,1
ACON,2025-03-28,27,1
ACON,2025-01-30,335,1
ACON,2024-01-04,16,1
XELB,2025-03-25,10,1
UPC,2025-03-24,40,1
UPC,2024-11-18,15,1
UPC,2023-07-28,6,1
SHFS,2025-03-24,20,1
ANGI,2025-03-24,10,1
OM,2025-03-20,15,1
WKSP,2025-03-18,10,1
WKSP,2021-08-04,20,1
SAIH,2025-03-17,15,1
FAMI,2025-03-17,12,1
FAMI,2023-09-25,8,1
FAMI,2022-05-31,25,1
IPDN,2025-03-13,10,1
IPDN,2023-01-05,2,1
IPDN,2016-09-27,8,1
BLNE,2025-03-12,10,1
OMH,2025-03-10,10,1
MPTI,2025-03-10,1,2
ABTS,2025-03-10,15,1
ABTS,2019-04-22,5,1
LICN,2025-03-03,200,1
IX,2025-02-28,1,5
KPTI,2025-02-26,15,1
AEON,2025-02-26,72,1
LODE,2025-02-25,10,1
LODE,2019-11-29,5,1
LODE,2017-11-10,5,1
SOAR,2025-02-24,25,1
HWH,2025-02-24,5,1
MJ,2025-02-21,12,1
CNBS,2025-02-21,12,1
OTLY,2025-02-18,20,1
MEGL,2025-02-18,4,1
FEAM,2025-02-18,23,1
CYN,2025-02-18,150,1
CYN,2024-07-05,100,1
CYN,2023-10-20,1,1.1
HODL,2025-02-14,1,4
TANH,2025-02-13,40,1
TANH,2022-11-09,24,1
TANH,2022-02-28,10,1
HYFM,2025-02-13,10,1
GSAT,2025-02-11,15,1
GOAI,2025-02-11,4,1
RIME,2025-02-10,200,1
NCZ,2025-02-10,4,1
NCV,2025-02-10,4,1
KORU,2025-02-10,10,1
BTAI,2025-02-10,16,1
FTLF,2025-02-07,1,2
FTLF,2021-12-08,1,4
FTLF,2019-04-16,1,800
FTLF,2019-04-16,8000,1
EVX,2025-02-06,1,5
TNXP,2025-02-05,100,1
TNXP,2024-06-10,32,1
TNXP,2023-05-10,6.25,1
TNXP,2022-05-17,32,1
